sleep_id,user_id,physical_activity_minutes,stress_level,daily_steps,timestamp
137,137,60,4,7000,2024-03-20 08:00:00
138,138,60,5,8000,2024-03-20 08:00:00
139,139,60,4,7000,2024-03-20 08:00:00
140,140,60,5,8000,2024-03-20 08:00:00
141,141,60,4,7000,2024-03-20 08:00:00
142,142,60,5,8000,2024-03-20 08:00:00
143,143,60,4,7000,2024-03-20 08:00:00
144,144,60,4,7000,2024-03-20 08:00:00
145,145,60,5,8000,2024-03-20 08:00:00
146,146,60,5,3300,2024-03-20 08:00:00
147,147,60,5,8000,2024-03-20 08:00:00
148,148,40,7,4000,2024-03-20 08:00:00
149,149,50,6,5500,2024-03-20 08:00:00
150,150,80,3,7500,2024-03-20 08:00:00
151,151,80,3,7500,2024-03-20 08:00:00
152,152,60,5,8000,2024-03-20 08:00:00
153,153,60,5,8000,2024-03-20 08:00:00
154,154,60,5,8000,2024-03-20 08:00:00
155,155,60,5,8000,2024-03-20 08:00:00
156,156,60,5,8000,2024-03-20 08:00:00
157,157,60,5,8000,2024-03-20 08:00:00
158,158,60,5,8000,2024-03-20 08:00:00
159,159,60,5,8000,2024-03-20 08:00:00
160,160,60,5,8000,2024-03-20 08:00:00
161,161,60,5,8000,2024-03-20 08:00:00
162,162,55,6,7300,2024-03-20 08:00:00
163,163,55,6,7300,2024-03-20 08:00:00
164,164,90,5,8000,2024-03-20 08:00:00
165,165,90,5,8000,2024-03-20 08:00:00
166,166,90,5,8000,2024-03-20 08:00:00
167,167,70,6,6200,2024-03-20 08:00:00
168,168,55,6,6000,2024-03-20 08:00:00
169,169,55,6,6000,2024-03-20 08:00:00
170,170,90,5,8000,2024-03-20 08:00:00
171,171,90,5,8000,2024-03-20 08:00:00
172,172,90,5,8000,2024-03-20 08:00:00
173,173,90,5,8000,2024-03-20 08:00:00
174,174,90,5,8000,2024-03-20 08:00:00
175,175,90,5,8000,2024-03-20 08:00:00
176,176,90,5,8000,2024-03-20 08:00:00
177,177,90,5,8000,2024-03-20 08:00:00
178,178,45,7,6000,2024-03-20 08:00:00
179,179,90,5,8000,2024-03-20 08:00:00
180,180,90,5,8000,2024-03-20 08:00:00
181,181,90,5,8000,2024-03-20 08:00:00
182,182,90,5,8000,2024-03-20 08:00:00
183,183,90,5,8000,2024-03-20 08:00:00
184,184,90,5,8000,2024-03-20 08:00:00
185,185,45,7,5000,2024-03-20 08:00:00
186,186,45,7,5000,2024-03-20 08:00:00
187,187,45,4,6000,2024-03-20 08:00:00
188,188,45,7,6000,2024-03-20 08:00:00
189,189,45,4,6000,2024-03-20 08:00:00
190,190,45,7,6000,2024-03-20 08:00:00
191,191,45,4,6000,2024-03-20 08:00:00
192,192,45,7,6000,2024-03-20 08:00:00
193,193,45,7,6000,2024-03-20 08:00:00
194,194,45,7,6000,2024-03-20 08:00:00
195,195,45,7,6000,2024-03-20 08:00:00
196,196,45,7,6000,2024-03-20 08:00:00
197,197,45,7,6000,2024-03-20 08:00:00
198,198,45,7,6000,2024-03-20 08:00:00
199,199,45,7,6000,2024-03-20 08:00:00
200,200,45,7,6000,2024-03-20 08:00:00
201,201,45,7,6000,2024-03-20 08:00:00
202,202,90,5,8000,2024-03-20 08:00:00
203,203,90,5,8000,2024-03-20 08:00:00
204,204,47,7,6800,2024-03-20 08:00:00
205,205,75,4,6800,2024-03-20 08:00:00
206,206,90,5,8000,2024-03-20 08:00:00
207,207,90,5,8000,2024-03-20 08:00:00
208,208,90,5,8000,2024-03-20 08:00:00
209,209,90,5,8000,2024-03-20 08:00:00
210,210,90,5,8000,2024-03-20 08:00:00
211,211,90,5,8000,2024-03-20 08:00:00
212,212,90,5,8000,2024-03-20 08:00:00
213,213,90,5,8000,2024-03-20 08:00:00
214,214,90,5,8000,2024-03-20 08:00:00
215,215,90,5,8000,2024-03-20 08:00:00
216,216,90,5,8000,2024-03-20 08:00:00
217,217,90,5,8000,2024-03-20 08:00:00
218,218,90,5,8000,2024-03-20 08:00:00
219,219,90,5,8000,2024-03-20 08:00:00
220,220,45,7,6000,2024-03-20 08:00:00
221,221,45,4,6000,2024-03-20 08:00:00
222,222,45,7,6000,2024-03-20 08:00:00
223,223,45,7,6000,2024-03-20 08:00:00
224,224,45,7,6000,2024-03-20 08:00:00
225,225,45,4,6000,2024-03-20 08:00:00
226,226,45,7,6000,2024-03-20 08:00:00
227,227,45,4,6000,2024-03-20 08:00:00
228,228,45,7,6000,2024-03-20 08:00:00
229,229,45,4,6000,2024-03-20 08:00:00
230,230,45,7,6000,2024-03-20 08:00:00
231,231,45,4,6000,2024-03-20 08:00:00
232,232,45,7,6000,2024-03-20 08:00:00
233,233,45,4,6000,2024-03-20 08:00:00
234,234,45,7,6000,2024-03-20 08:00:00
235,235,45,4,6000,2024-03-20 08:00:00
236,236,45,7,6000,2024-03-20 08:00:00
237,237,45,7,6000,2024-03-20 08:00:00
238,238,45,4,6000,2024-03-20 08:00:00
239,239,45,7,6000,2024-03-20 08:00:00
240,240,45,7,6000,2024-03-20 08:00:00
241,241,45,4,6000,2024-03-20 08:00:00
242,242,45,7,6000,2024-03-20 08:00:00
243,243,45,7,6000,2024-03-20 08:00:00
244,244,45,4,6000,2024-03-20 08:00:00
245,245,45,7,6000,2024-03-20 08:00:00
246,246,45,4,6000,2024-03-20 08:00:00
247,247,45,7,6000,2024-03-20 08:00:00
248,248,45,7,5000,2024-03-20 08:00:00
249,249,45,7,6000,2024-03-20 08:00:00
250,250,45,7,6000,2024-03-20 08:00:00
251,251,30,6,6000,2024-03-20 08:00:00
252,252,30,6,6000,2024-03-20 08:00:00
253,253,45,4,6000,2024-03-20 08:00:00
254,254,45,4,6000,2024-03-20 08:00:00
255,255,45,4,6000,2024-03-20 08:00:00
256,256,45,4,6000,2024-03-20 08:00:00
257,257,45,4,6000,2024-03-20 08:00:00
258,258,45,4,6000,2024-03-20 08:00:00
259,259,45,4,6000,2024-03-20 08:00:00
260,260,45,4,6000,2024-03-20 08:00:00
261,261,45,4,6000,2024-03-20 08:00:00
262,262,45,4,6000,2024-03-20 08:00:00
263,263,45,4,6000,2024-03-20 08:00:00
264,264,55,5,5500,2024-03-20 08:00:00
265,265,65,5,3500,2024-03-20 08:00:00
266,266,90,8,10000,2024-03-20 08:00:00
267,267,65,5,3500,2024-03-20 08:00:00
268,268,90,8,10000,2024-03-20 08:00:00
269,269,90,8,10000,2024-03-20 08:00:00
270,270,90,8,10000,2024-03-20 08:00:00
271,271,90,8,10000,2024-03-20 08:00:00
272,272,90,8,10000,2024-03-20 08:00:00
273,273,90,8,10000,2024-03-20 08:00:00
274,274,90,8,10000,2024-03-20 08:00:00
275,275,90,8,10000,2024-03-20 08:00:00
276,276,90,8,10000,2024-03-20 08:00:00
277,277,85,3,3700,2024-03-20 08:00:00
278,278,85,3,3700,2024-03-20 08:00:00
279,279,90,8,10000,2024-03-20 08:00:00
280,280,30,3,5000,2024-03-20 08:00:00
281,281,90,8,10000,2024-03-20 08:00:00
282,282,90,8,10000,2024-03-20 08:00:00
283,283,90,8,10000,2024-03-20 08:00:00
284,284,90,8,10000,2024-03-20 08:00:00
285,285,90,8,10000,2024-03-20 08:00:00
286,286,90,8,10000,2024-03-20 08:00:00
287,287,90,8,10000,2024-03-20 08:00:00
288,288,90,8,10000,2024-03-20 08:00:00
289,289,90,8,10000,2024-03-20 08:00:00
290,290,90,8,10000,2024-03-20 08:00:00
291,291,90,8,10000,2024-03-20 08:00:00
292,292,90,8,10000,2024-03-20 08:00:00
293,293,90,8,10000,2024-03-20 08:00:00
294,294,90,8,10000,2024-03-20 08:00:00
295,295,90,8,10000,2024-03-20 08:00:00
296,296,90,8,10000,2024-03-20 08:00:00
297,297,90,8,10000,2024-03-20 08:00:00
298,298,90,8,10000,2024-03-20 08:00:00
299,299,30,3,5000,2024-03-20 08:00:00
300,300,30,3,5000,2024-03-20 08:00:00
301,301,30,3,5000,2024-03-20 08:00:00
302,302,30,3,5000,2024-03-20 08:00:00
303,303,55,6,6000,2024-03-20 08:00:00
304,304,90,8,10000,2024-03-20 08:00:00
305,305,90,8,10000,2024-03-20 08:00:00
306,306,90,8,10000,2024-03-20 08:00:00
307,307,45,7,6000,2024-03-20 08:00:00
308,308,45,7,6000,2024-03-20 08:00:00
309,309,45,7,6000,2024-03-20 08:00:00
310,310,45,7,6000,2024-03-20 08:00:00
311,311,45,7,6000,2024-03-20 08:00:00
312,312,45,7,6000,2024-03-20 08:00:00
313,313,30,3,5000,2024-03-20 08:00:00
314,314,30,3,5000,2024-03-20 08:00:00
315,315,30,3,5000,2024-03-20 08:00:00
316,316,30,3,5000,2024-03-20 08:00:00
317,317,30,3,5000,2024-03-20 08:00:00
318,318,30,3,5000,2024-03-20 08:00:00
319,319,30,3,5000,2024-03-20 08:00:00
320,320,30,3,5000,2024-03-20 08:00:00
321,321,30,3,5000,2024-03-20 08:00:00
322,322,30,3,5000,2024-03-20 08:00:00
323,323,30,3,5000,2024-03-20 08:00:00
324,324,30,3,5000,2024-03-20 08:00:00
325,325,30,3,5000,2024-03-20 08:00:00
326,326,30,3,5000,2024-03-20 08:00:00
327,327,30,3,5000,2024-03-20 08:00:00
328,328,30,3,5000,2024-03-20 08:00:00
329,329,30,3,5000,2024-03-20 08:00:00
330,330,30,3,5000,2024-03-20 08:00:00
331,331,30,3,5000,2024-03-20 08:00:00
332,332,30,3,5000,2024-03-20 08:00:00
333,333,30,3,5000,2024-03-20 08:00:00
334,334,30,3,5000,2024-03-20 08:00:00
335,335,30,3,5000,2024-03-20 08:00:00
336,336,30,3,5000,2024-03-20 08:00:00
337,337,30,3,5000,2024-03-20 08:00:00
338,338,30,3,5000,2024-03-20 08:00:00
339,339,30,3,5000,2024-03-20 08:00:00
340,340,75,4,5000,2024-03-20 08:00:00
341,341,75,4,5000,2024-03-20 08:00:00
342,342,90,3,10000,2024-03-20 08:00:00
343,343,90,3,10000,2024-03-20 08:00:00
344,344,75,3,7000,2024-03-20 08:00:00
345,345,75,3,7000,2024-03-20 08:00:00
346,346,75,3,7000,2024-03-20 08:00:00
347,347,75,3,7000,2024-03-20 08:00:00
348,348,75,3,7000,2024-03-20 08:00:00
349,349,75,3,7000,2024-03-20 08:00:00
350,350,75,3,7000,2024-03-20 08:00:00
351,351,75,3,7000,2024-03-20 08:00:00
352,352,75,3,7000,2024-03-20 08:00:00
353,353,75,3,7000,2024-03-20 08:00:00
354,354,75,3,7000,2024-03-20 08:00:00
355,355,75,3,7000,2024-03-20 08:00:00
356,356,75,3,7000,2024-03-20 08:00:00
357,357,75,3,7000,2024-03-20 08:00:00
358,358,75,3,7000,2024-03-20 08:00:00
359,359,75,3,7000,2024-03-20 08:00:00
360,360,75,3,7000,2024-03-20 08:00:00
361,361,75,3,7000,2024-03-20 08:00:00
362,362,75,3,7000,2024-03-20 08:00:00
363,363,75,3,7000,2024-03-20 08:00:00
364,364,75,3,7000,2024-03-20 08:00:00
365,365,75,3,7000,2024-03-20 08:00:00
366,366,75,3,7000,2024-03-20 08:00:00
367,367,75,3,7000,2024-03-20 08:00:00
368,368,75,3,7000,2024-03-20 08:00:00
369,369,75,3,7000,2024-03-20 08:00:00
370,370,75,3,7000,2024-03-20 08:00:00
371,371,75,3,7000,2024-03-20 08:00:00
372,372,75,3,7000,2024-03-20 08:00:00
373,373,75,3,7000,2024-03-20 08:00:00
374,374,75,3,7000,2024-03-20 08:00:00
375,375,90,8,10000,2024-03-20 08:00:00
376,376,85,3,3700,2024-03-20 08:00:00
377,377,85,3,3700,2024-03-20 08:00:00
378,378,90,8,10000,2024-03-20 08:00:00
379,379,30,3,5000,2024-03-20 08:00:00
380,380,90,8,10000,2024-03-20 08:00:00
381,381,90,8,10000,2024-03-20 08:00:00
382,382,90,8,10000,2024-03-20 08:00:00
383,383,90,8,10000,2024-03-20 08:00:00
384,384,90,8,10000,2024-03-20 08:00:00
385,385,90,8,10000,2024-03-20 08:00:00
386,386,90,8,10000,2024-03-20 08:00:00
387,387,90,8,10000,2024-03-20 08:00:00
388,388,90,8,10000,2024-03-20 08:00:00
389,389,90,8,10000,2024-03-20 08:00:00
390,390,90,8,10000,2024-03-20 08:00:00
391,391,90,8,10000,2024-03-20 08:00:00
392,392,90,8,10000,2024-03-20 08:00:00
393,393,90,8,10000,2024-03-20 08:00:00
394,394,90,8,10000,2024-03-20 08:00:00
395,395,90,8,10000,2024-03-20 08:00:00
396,396,90,8,10000,2024-03-20 08:00:00
397,397,90,8,10000,2024-03-20 08:00:00
398,398,30,3,5000,2024-03-20 08:00:00
399,399,30,3,5000,2024-03-20 08:00:00
400,400,30,3,5000,2024-03-20 08:00:00
401,401,30,3,5000,2024-03-20 08:00:00
402,402,55,6,6000,2024-03-20 08:00:00
403,403,90,8,10000,2024-03-20 08:00:00
404,404,90,8,10000,2024-03-20 08:00:00
405,405,90,8,10000,2024-03-20 08:00:00
406,406,45,7,6000,2024-03-20 08:00:00
407,407,45,7,6000,2024-03-20 08:00:00
408,408,45,7,6000,2024-03-20 08:00:00
409,409,45,7,6000,2024-03-20 08:00:00
410,410,45,7,6000,2024-03-20 08:00:00
411,411,45,7,6000,2024-03-20 08:00:00
412,412,30,3,5000,2024-03-20 08:00:00
413,413,30,3,5000,2024-03-20 08:00:00
414,414,30,3,5000,2024-03-20 08:00:00
415,415,30,3,5000,2024-03-20 08:00:00
416,416,30,3,5000,2024-03-20 08:00:00
417,417,30,3,5000,2024-03-20 08:00:00
418,418,30,3,5000,2024-03-20 08:00:00
419,419,30,3,5000,2024-03-20 08:00:00
420,420,30,3,5000,2024-03-20 08:00:00
421,421,30,3,5000,2024-03-20 08:00:00
422,422,30,3,5000,2024-03-20 08:00:00
423,423,30,3,5000,2024-03-20 08:00:00
424,424,30,3,5000,2024-03-20 08:00:00
425,425,30,3,5000,2024-03-20 08:00:00
426,426,30,3,5000,2024-03-20 08:00:00
427,427,30,3,5000,2024-03-20 08:00:00
428,428,30,3,5000,2024-03-20 08:00:00
429,429,30,3,5000,2024-03-20 08:00:00
430,430,30,3,5000,2024-03-20 08:00:00
431,431,30,3,5000,2024-03-20 08:00:00
432,432,30,3,5000,2024-03-20 08:00:00
433,433,30,3,5000,2024-03-20 08:00:00
434,434,30,3,5000,2024-03-20 08:00:00
435,435,30,3,5000,2024-03-20 08:00:00
436,436,30,3,5000,2024-03-20 08:00:00
437,437,30,3,5000,2024-03-20 08:00:00
438,438,30,3,5000,2024-03-20 08:00:00
439,439,75,4,5000,2024-03-20 08:00:00
440,440,75,4,5000,2024-03-20 08:00:00
441,441,90,3,10000,2024-03-20 08:00:00
442,442,90,3,10000,2024-03-20 08:00:00
443,443,75,3,7000,2024-03-20 08:00:00
444,444,75,3,7000,2024-03-20 08:00:00
445,445,75,3,7000,2024-03-20 08:00:00
446,446,75,3,7000,2024-03-20 08:00:00
447,447,75,3,7000,2024-03-20 08:00:00
448,448,75,3,7000,2024-03-20 08:00:00
449,449,75,3,7000,2024-03-20 08:00:00
450,450,75,3,7000,2024-03-20 08:00:00
451,451,75,3,7000,2024-03-20 08:00:00
452,452,75,3,7000,2024-03-20 08:00:00
453,453,75,3,7000,2024-03-20 08:00:00
454,454,75,3,7000,2024-03-20 08:00:00
455,455,75,3,7000,2024-03-20 08:00:00
456,456,75,3,7000,2024-03-20 08:00:00
457,457,75,3,7000,2024-03-20 08:00:00
458,458,75,3,7000,2024-03-20 08:00:00
459,459,75,3,7000,2024-03-20 08:00:00
460,460,75,3,7000,2024-03-20 08:00:00
461,461,75,3,7000,2024-03-20 08:00:00
462,462,75,3,7000,2024-03-20 08:00:00
463,463,75,3,7000,2024-03-20 08:00:00
464,464,75,3,7000,2024-03-20 08:00:00
465,465,75,3,7000,2024-03-20 08:00:00
466,466,75,3,7000,2024-03-20 08:00:00
467,467,75,3,7000,2024-03-20 08:00:00
468,468,75,3,7000,2024-03-20 08:00:00
469,469,75,3,7000,2024-03-20 08:00:00
470,470,75,3,7000,2024-03-20 08:00:00
471,471,75,3,7000,2024-03-20 08:00:00
472,472,75,3,7000,2024-03-20 08:00:00
473,473,75,3,7000,2024-03-20 08:00:00
474,474,75,6,8000,2024-03-20 08:00:00
475,475,30,8,8000,2024-03-20 08:00:00
476,476,30,8,8000,2024-03-20 08:00:00
477,477,30,8,8000,2024-03-20 08:00:00
478,478,30,8,8000,2024-03-20 08:00:00
479,479,40,7,4000,2024-03-20 08:00:00
480,480,30,8,8000,2024-03-20 08:00:00
481,481,40,7,4000,2024-03-20 08:00:00
482,482,75,6,8000,2024-03-20 08:00:00
483,483,75,6,8000,2024-03-20 08:00:00
484,484,75,6,8000,2024-03-20 08:00:00
485,485,75,6,8000,2024-03-20 08:00:00
486,486,75,6,8000,2024-03-20 08:00:00
487,487,75,6,8000,2024-03-20 08:00:00
488,488,75,6,8000,2024-03-20 08:00:00
489,489,75,6,8000,2024-03-20 08:00:00
490,490,75,6,8000,2024-03-20 08:00:00
491,491,75,6,8000,2024-03-20 08:00:00
492,492,75,6,8000,2024-03-20 08:00:00
493,493,35,7,4100,2024-03-20 08:00:00
494,494,35,7,4100,2024-03-20 08:00:00
495,495,75,4,6800,2024-03-20 08:00:00
496,496,30,8,5000,2024-03-20 08:00:00
497,497,75,6,8000,2024-03-20 08:00:00
498,498,30,8,5000,2024-03-20 08:00:00
499,499,30,8,5000,2024-03-20 08:00:00
500,500,75,6,8000,2024-03-20 08:00:00
